resource_type,status,access,assetIdentifier,digitizationNomination,dispositionNomination,identifier2,identifierSource2,physicalFormat,condition,generations,durationPhysical,channelConfigurationPhysical,originalCarrierLocation,date,dateType,language,itemTitle,intellectualAssetType,epsIdentifier,programName,description,genre,contributor,publisher,rightsSummary,rightsStatement,subject,relatedInstantiationID,proxyFilename,preservationFilename,filelocation,dateDigitized,filesize,channelConfigurationDigital,encoding,sampleRate,bitDepth,durationDigital,instantiationTimeStart,digitalQC,checksumString,checksumType,coverageSpatial,coverageTemporal,ancillaryMaterials
4,0,0,MD-163,digitized in house,,,,Minidisc,,,01:31:14,Mono,KBOO Archives Room,2001-08-04,unknown,,"Democracy Rising's ""People Have the Power Tour"" with Ralph Nader at Rose Garden",,,,"Democracy Rising was an organization created by former Green Party presidential candidate Ralph Nader following the 2000 election. Nader and Democracy Rising organized a  ""People Have the Power Tour"" between June 2001 and October 2003. The crowd was estimated at 7,500 in Portland, the largest crowd according to Democracy Rising on the 17 city tour. 100 organizations were said to have cosponsored or tabled at the event.Track 1: Jesse Collin Young; Track 3: Jello Biafra. Biafra discusses the ""Spirit of Seattle"" WTO protests, corporate feudalism, the 2000 elections, grassroots organization.Track 5: Medea Benjamin speaks on free trade vs. fair trade, mass movement building, energy, the War on Drugs, the ""Spirit of Seattle,"" democracy, corporations, Nike, and the 2001-09-29 planned protest against globalization policies in Washington, D.C. Track 7: Eddie Vedder introduces Ralph Nader. Nader speaks on democracy, the ""Oregon Progressive Mystique,"" the concentration of power and wealth, the ""new slavery"" by corporations, and a history of ""wrong turns"" by those in power in America. He asserts that people have the power to create a new democracy. Disc is labeled ""Air Copy.""",,"Ralph Nader, Eddie Vedder, Jesse Collins Young,  Medea Benjamin, Jello Biafra",KBOO,Non-Saleable,,"Government/Politics, Corporations, Activism, Community Building",,,kboo_MD-163_20010804.wav,,,460 MB,mono,wav,44.1 kHz,16 bits,,,,C6042DE3633344C402D40FBF2738D122,md5,"Portland, OR, ",,
4,0,0,MD-164,digitized in house,,,,Minidisc,,,01:26:29,Mono,KBOO Archives Room,2001-04-19,unknown,,John Robbins Speaks at First Unitarian Church,,,,"John Robbins Speaks about Food, Health and the Earth at the First Unitarian Church. Robbins begins speaking right off the bat, beginning with how his daughter in law gave birth to premature twins who needed round the clock care. Including Kangaroo care and how the hospital referred to them as miracle babies. Then starts speaking about how food gives you the energy to do what you love and how in every culture eating with others can lead to peace-making. Other topics include meat based diets, how bad the living conditions of animals are, how people should protect animal rights, weather disturbances/ climate change and how it affects how food is produced. People need to switch to a plant-based diet. He later talks about Monsanto and how we as people are not yet evolved enough to eat genetically modified food and how they should be labeled. He later details his episode of ""Lifestyles of the Rich and Famous"" and how weird it was. ",,John Robbins,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Food, Health, Family, Environment/Climate",,,kboo_MD-164_20010419.wav,,,873 MB,stereo,wav,44.1 kHz,16 bits,,,,69709214F7AEECF0731AEA7E2E9409E0,md5,,,
4,0,0,MD-165,digitized in house,,,,Minidisc,,,00:58:26,Stereo,KBOO Archives Room,2005-03-10,unknown,,Fifth Annual International Speaker Series #5 with Zbigniew Brzezinsk at Arlene Schnitzer Concert Hall -- With Us or Against Us: the Challenges of Global Leadership,,,,"The World Affairs Council of Oregon introduces speaker Dr. Zbigniew Brzezinski, the former National Security Advisor to President Carter who speaks at the Arlene Schnitzer Concert Hall in Portland, Oregon. A protester disrupts the speech just as Brzezinski begins his lecture. Brzezinski discusses the potential for the spread of democracy globally and the outlook of national security for the U.S. in the next fifteen years. During the Q&A Brzezinski answers questions on China, Hezbollah, President Bush's nominations to the U.N., the lack of military service of Bush's cabinet, ""the enemy of our enemy is our friend,"" his role in the 2004 Orange Revolution in Ukraine and his views on Viktor Yushchenko, and Afghanistan during the Cold War. Audio is only excerpts and cuts out abruptly during the Q&A.",,Zbigniew Brzezinski,KBOO,Non-Saleable,,"Global Affairs, War/Peace, Government/Politics",,,kboo_MD-165_20050310.wav,,,590 MB,stereo,wav,44.1 kHz,16 bits,,,,47AB889D01878FA99629CC3A29B79694,md5,,,
4,0,0,MD-166,digitized in house,,,,Minidisc,,,01:23:37,Mono,KBOO Archives Room,2004-03-03,unknown,,Human Rights and Ethical Globalization: Speech by Mary Robinson at the University of Oregon,,,,"Mary Robinson, the former President of Ireland and member of the U.N. High Commission on Human Rights, speaks at the University of Oregon's Oregon Ballroom at the invite of the Wayne Morse Center for Law and Politics. She addresses global issues of human rights and economic inequality. In the Q&A after her speech she answers questions on the New Lodge Six, the Choctaw's financial donation during the Irish famine, media, and environmentalism. ",,Mary Robinson,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Global Affairs, Civil Rights/Human Rights, ",,,kboo_MD-166_20040303.wav,,,422 MB,mono,wav,44.1 kHz,16 bits,,,,B4C57D02E2533C4B8B5BA485FE31615F,md5,Ireland,,
4,0,0,MD-167,,,,,Minidisc,,,01:29:05,Mono,KBOO Archives Room,,unknown,,Liberation of Dachau & the Oregon Holocaust Memorial,,,,A collection of previous recordings and broadcasts that commemorate the liberation of Dachau and Buchenwald. The first clip is of Edward R. Murrow reporting on 1945-04-15 of what he saw in Buchenwald. The second series of clips are from 1991-12-04 but were aired by Pacifica Radio in April 1995. The first clip is of Historian Eric Saul discussing the role of Japanese-American soldiers in liberating the Dachau concentration camps. Saul reveals that the history of Japanese American soldiers liberating Dachau has not been acknowledged by historians and the U.S. government. Following clips include veterans of the 442nd Infantry Regiment and the 522nd Field Artillery Battalion who discuss their first hand experience of entering Dachau. A Jewish survivor of the Holocaust shares her graphic accounts of life in a concentration camp and being rescued by a Japanese American soldier. The last audio segment is an interview with Elaine Kaufman from the Oregon Holocaust Resource Center (OHRC) about the Holocaust Memorial in Portland. ,,"Edward R. Murrow, Eric Saul, Elaine Kaufman, Mel Reslor",KBOO,Non-Saleable,,"History, Global Affairs, Civil Liberties, Civil Rights/Human Rights, Prison, War/Peace, Military/Veterans",,,,,,,,,,,,,,,,,,
4,0,0,MD-168,,,,,Minidisc,,,,,KBOO Archives Room,2004-04-05,unknown,,Ralph Nader at the Roseland Theatre,,,,Ralph Nader at Roseland Theatre (No sound found on MD),,Ralph Nader,,Non-Saleable,,Government/Politics ,,,,,,,,,,,,,,,,,,
4,0,0,MD-169,digitized in house,,,,Minidisc,,,01:08:22,Stereo,KBOO Archives Room,2003-11-06,unknown,,In Harm's Way: Toxic Threats to Child Development,,,,"Activist and author Sandra Steingraber speaks at the In Harm's Way conference at the Oregon Health & Science University (OHSU) in Portland, Oregon. The event was sponsored by the Oregon Physicians for Social Responsibility and the Northwest Coalition for an Alternative to Pesticides. Steingraber address issues the relationship between chemical toxins and birth defects. Included on this recording are interviews with Norma Grier, Sandra Steingraber, Catherine Thomasson, and Michelle Gottleib.",,"Norma Greir, Sandra Steingraber, Catherine Thomasson, Michelle Gottlieb",KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Health, Women, Youth, Family, Environment/Climate, Science/Technology",,,kboo_MD-169_20031106.wav,,,690 MB,stereo,wav,44.1 kHz,16 bits,,,,6D1FCDF8B57E25B7CDDC090C6616D2D1,md5,,,
4,0,0,MD-170p1,,empty file was deleted. Check if physical item exists,,,Minidisc,,,,,KBOO Archives Room,,unknown,,MD-170.1 title,,,,These first 6 tracks on the MD are related to the alternative health practice of Body Talk. No dates are listed on the disc.,,,,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",,,,,,,,,,,,,,,,,,,
4,0,0,MD-170p2,digitized in house,,,,Minidisc,,,00:49:45,Stereo,KBOO Archives Room,2005-02-14,unknown,,Sister Helen Prejean Lecture at Jesuit High School,,,,"Sister Helen Prejean speaks at Jesuit High School in Portland, Oregon. She discusses how she became a social justice activist seeking to end use of the death penalty. She speaks about her relationship with Patrick Sonnier, the subject of her book Dead Man Walking (1993). She discusses the importance of her book being turned into theater play being performed in schools around the country.",,Helen Prejean,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Prison, Arts/Culture, Faith/Religion/Spirituality",,,kboo_MD-170p2_20050214.wav,,,502 MB,stereo,wav,44.1 kHz,16 bits,,,,B227AA3DBEB5756D7BEE2CD2B9FFDAFE,md5,,,
4,0,0,MD-171,digitized in house,,,,Minidisc,,,01:40:50,Mono,KBOO Archives Room,2002-11-25,unknown,,Struggling for a Liberated Existence: A Forum with Presentations by Rod Coronado and Derrick Jensen ,,,,"The Break the Chains Collective organized this panel at the University of Oregon, which was also attended by the Speaking Truth to Power Defense Committee. Derrick Jensen speaks on his book The Culture of Make Believe (2002). Jensen addresses a variety of topics including prison system, environmental activism, sexual violence, hate groups, and the need to maintain hope as an activist. Rod Coronado speaks on the importance for activists to not give up, his imprisonment for direct action environmental activism, and indigenous peoples' struggles.",,"Rob Coranado, Derrick Jensen",KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Environment/Natural Resources, Law/Court/Crime, ",,,kboo_MD-171_20021125.wav,,,509 MB,mono,wav,44.1 kHz,16 bits,,,,F9D703E73563697D55C8886DE5681D26,md5,,,Event Flier
4,0,0,MD-172,digitized in house,,,,Minidisc,,,01:12:21,Mono,KBOO Archives Room,2005-10-30,unknown,,Powell's Bookstore: Al Franken on The Truth (with Jokes) (2005),,,,"Powell's Bookstore hosts Al Franken at the First Congregational Church, Portland, Oregon . Franken speaks on his book The Truth (with Jokes) (2005). Franken discusses the current state of the nation following the 2004 election. He predicts a Barack Obama Presidency in 2015. In the Q&A session Franken is asked about Harriet Miers' withdrawl from consideration for the Supreme Court, the speculation of his run for Congress, the 2004 presidential election, the changign demographic of America, his Air America radio show, and the controversy over Scooter Libby and Joe Wilson. Written on the MiniDisc it says ""Unedited."" ",,Al Franken,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Government/Politics, Humor, ",,,kboo_MD-172_20051030.wav,,,365 MB,mono,wav,44.1 kHz,16 bits,,,,745AC405D2E0F141B80D4E17096432AF,md5,,,
4,0,0,MD-173,digitized in house,,,,Minidisc,,,00:36:16,Mono,KBOO Archives Room,2002-01-00,unknown,,Interview with Eric Schlosser,,,,"Reslor interviews Schlosser about his work Fast Food Nation and his article Reefer Madness. He discuss consumerism, food, drug war, and journalism.Track 1: Fast Food Track 2: Blank Track 3-4: Reefer Madness, etc",,"Eric Schlosser, Mel Reslor",,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Food, Agriculture, Labor, Media",,,kboo_MD-173_20020100.wav,,,183 MB,mono,wav,44.1 kHz,16 bits,,,,BB6DA679B7E47CBB197AE2C41103C6DE,md5,,,
4,0,0,MD-174,,,,,Minidisc,,,,,KBOO Archives Room,2004-09-01,unknown,,Lecture Series: Howard Lyman,,,,A lecture by Howard Lyman (MD Player reads this disc as empty.),,Howard Lyman,,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Agriculture, Animals, ",,,,,,,,,,,,,,,,,,
4,0,0,MD-175,digitized in house,,,,Minidisc,,,01:15:22,Stereo,KBOO Archives Room,2005-07-29,unknown,,"Bruce Gagnon at the First Unitarian Church Portland, Oregon",,,,"Bruce Gagnon who is the coordinator of the global network against weapons and nuclear power in space speaks at the First Unitarian Church Portland, Oregon. His talk begins with someone giving a brief history of his life in activism. He begins talking about how the government wants to try and control weather and how he feels about it. This talk is just him sharing his thoughts on many topics including weather control, Vietnam, the military, politics, college, organization, America, genocide in America. All of this leads up to his assertion that the next step in the military industrial complex is now defunding education and clear air/water programs to begin funding aerospace war, which he sees as the next big war. The speech cuts 4 minutes before the recording ends and then includes segments of the post speech Question and Answer session.",,Bruce Gagnon,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Government/Politics, Military/Veterans",,,kboo_MD-175_20050729.wav,,,761 MB,stereo,wav,44.1 kHz,16 bits,,,,A9EAB48DBC80534161BA9C1CF1140BFD,md5,,,
4,0,0,MD-176,,,,,Minidisc,,,05:02:01,Mono,KBOO Archives Room,2005-10-15,unknown,,MD-176 title,,,,"5 hours of radio on KBOO, including music, interviews and news. ",,Si Kahn,KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Music, Government/Politics, ",,,,,,,,,,,,,,,,,,
4,0,0,MD-177,digitized in house,,,,Minidisc,,,00:28:03,Stereo,KBOO Archives Room,2005-10-15,unknown,,The Destruction of the Trade Towers,,eps00125,,"Part 3 with Q&A. Interview with David Ray Griffin On 9/11 World Trade Center and how it was an inside job. Broken up into multiple parts. One in 2003 and the other in 2005. It begins with him speaking about how the Bush family was connected. Claims explosives were put in the building days before 9/11 but people working for the Bush family. When asked a reasonable question about where flight 77 is, if it did not crash into the Pentagon he can only give wild speculation. The second part begins with him speaking about the recently (2005) oral histories of 9/11 survivors. He provides examples to further his point that 9/11 was an inside job. ",,"David Ray Griffin, Mel Reslor",KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",Government/Politics,,,kboo_MD-177_20051015.wav,,,283 MB,stereo,wav,44.1 kHz,16 bits,,,,A71391281B4648FA9671B8F954DE1CE6,md5,,,Notes
4,0,0,MD-178,digitized in house,,,,Minidisc,,,00:28:12,Stereo,KBOO Archives Room,2006-09-28,unknown,,Raw Interview with Angela Stokes,,,,"Angela Stokes talks about her experience with raw food and how it changed her life. She was at one time considered obese with a B.M.I. of over 35. After switching to raw food she now has a B.M.I. around 22. Says raw food saved her life. She also talks about how the pharmaceutical industry controls food and when you switch to raw foods it affects local farms etc. Stokes also explains what raw food actually is, includes types of food and how to prepare it. ",,"Angela Stokes, Mel Reslor",KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Health, Social Services",,,kboo_MD-178_20060928.wav,,,285 MB,stereo,wav,44.1 kHz,16 bits,,,,EBFCB838270F6C2B18CA0523163E4B4B,md5,,,
4,0,0,MD-179,digitized in house,,,,Minidisc,,,01:48:16,Mono,KBOO Archives Room,2005-02-18,unknown,,Black History Month Lecture by Cornel West at Reed College,,,,"Cornel West speaks at a Black History Month lecture hosted by the Sociology Department at Reed College's Kaul Auditorium in Portland, Oregon. West lectures on the relationship between how Democracy Matters and Race Matters (the titles of two of his books) within American history. He discusses the legacy of Emmett Till, Mamie Till, Martin Luther King, Jr., Malcolm X, Nelson Mandela, the Highlander Folk School, and other key moments of Black History. West addresses the difference between success and greatness in the context of the Civil Right Movement.  A Q&A  follows the lecture for the last 40 minutes of the recording. West is asked about Ward Churchill and academic free speech, President George W. Bush's Faith Based Initiatives, inspiration for Black communities confronting white supremacy, the Oregon Citizens Alliance (OCA) and homophobia, how to live as a Christian in today's world, and the willingness to die out of love for someone. ",,"Marc Scheiberg, Cornel West",KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Civil Rights/Human Rights, African American, Arts/Culture, History",,,kboo_MD-179_20050218.wav,,,546 MB,mono,wav,44.1 kHz,16 bits,,,,7CE4F6F94E72C28A76D94204BD0A2DE2,md5,,,
4,0,0,MD-180,digitized in house,,,,Minidisc,,,02:13:05,Stereo,KBOO Archives Room,2005-07-07,unknown,,"Project Clean Slate, Clearing Minor Crimes from Your Record",,,,"Tracks 1&2 are KBOO morning news. Track 3 is an Episode of Voices From the Edge hosted by Joann Bowman that focuses on Project Clean Slate, which is a project for people with minor criminal records to come and possibly have their records cleared. Call in topics include expanding this project, how to have your children's records cleared, and many other questions about minor crimes. ",,"Mike Shrunk, Billy Roberson, Jo Ann Bowman",KBOO,Saleable,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Law/Court/Crime, Activism, Community",,,kboo_MD-180_20050707.wav,,,1.31 GB,stereo,wav,44.1 kHz,16 bits,,,,5CB5C0E97C8D60ABB3459530F3D433C9,md5,,,
4,0,0,MD-181,digitized in house,,,,Minidisc,,,01:20:56,Stereo,KBOO Archives Room,,unknown,,AAPM Conference with Dr. Helen Caldicott speaking on Nuclear Power and Global Warming,,,,"American Association of Physicist in Medicine (AAPM) Conference with Dr. Helen Caldicott speaking on the effects of nuclear power and global warming. She touches on topics including the sexual undertones of nuclear technology, the effects of nuclear development on children, cancer caused by nuclear plants, nuclear genocide and how America treated the Japanese people affected by Fatman and Little Boy. Speech ends at ~1:04:00 followed by a Q&A.",,Dr. Helen Caldicott,KBOO,Non-Saleable,,"Science/Technology, Energy/Natural Resources",,,kboo_MD-181.wav,,,817 MB,stereo,wav,44.1 kHz,16 bits,,,,1EA93D90C6AD271BA7B7066500102FB8,md5,,,
4,0,0,MD-182,digitized in house,,,,Minidisc,,,01:08:42,Mono,KBOO Archives Room,2004-04-27,unknown,,Antonia Johasz and Greg Palast Speak about Globablization and the George W. Bush Administration,,,,"Antonia Johasz of the International forum on Globalization gives a technical lecture on corporate globalization. She begins by giving a brief history of herself and talking about how she is an activist. She begins talking about the economic agenda of the middle east placed there by the Bush presidency. They wanted to make Iraq a marketable place to do business, by letting foreign controlled businesses control oil and water. Bush wanted a Middle East free trade agreement by 2015. Says that it is in everyone in the U.S. best interest is to not re-elect Bush. Next to speak is Greg Palast who starts with a few Bush family jokes about supporting Al-Queda. He then continues to talk about Grover Norquist and a piece of lobbying he wrote about Iraq. He then speaks about Democracy being brought to Iraq and how unrealistic it was. He then talks about ""puppet governments"" in both America and Iraq. He talks about voting rights in Florida and how Black people were not allowed to vote. ",,"Antonia Juhasz, Greg Palast",,Non-Saleable,,"Activism, Energy/Natural Resources, ",,,kboo_MD-182_20040427.wav,,,347 MB,mono,wav,44.1 kHz,16 bits,,,,65D8F9EAE099BBE4D110F7518E76B183,md5,,,
4,0,0,MD-183,digitized in house,,,,Minidisc,,,01:07:22,Mono,KBOO Archives Room,2004-04-28,unknown,,"Howard Lyman at the First Unitarian Church of Portland, Oregon",,,,"Howard Lyman at the First Unitarian Church speaks about a healthier environment for our children and grandchildren. He begins by talking about how people should be vegetarian. Talks about how we are in crisis with food and how if we keep going at this rate there will be nothing left for future generations. He talks about the changing landscape of the west and how it affects the animals living there. He talks about his past struggles in college and how he wanted to be a farmer but did not know what he was doing. He originally wanted to run the farm like an agri-business?? he was successful (called himself the Trump of agriculture). Then he was paralyzed from the waist down from a tumor and it changed his life. He became a vegan and tried to regain the farm that he grew up on. Thinks we as a country need to change the way people are taught, he wants to show them and not just yell at them. Talks about mad cow disease and its origins. Talks about how he was being sued along with Oprah for food disparagement. But the FDA banned the practice the were being sued for. The case was eventually dismissed after 6 years and a transfer to a federal court. Says that the lawsuit was beneficial to the cause. He later talks about how cancer can be caused by eating meat and dairy and the first thing out of your diet should be dairy and then chicken. ",,Howard Lyman,KBOO,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Activism, Food, Agriculture",,,kboo_MD-183_20040428.wav,,,340 MB,mono,wav,44.1 kHz,16 bits,,,,149C6F0F23558E07F9359D65D37B4683,md5,,,
4,0,0,MD-184,digitized in house,,,,Minidisc,,,00:28:23,Stereo,KBOO Archives Room,2005-10-15,unknown,,The Destruction of the Trade Towers,,eps00125,,Part 1. Griffin continues his speech about the destruction of the Twin Towers and the government knowledge of the tragedy.,,"David Ray Griffin, Mel Reslor",KBOO,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Activism, Government/Politics",,,kboo_MD-184_20051015.wav,,,287 MB,stereo,wav,44.1 kHz,16 bits,,,,BE117A60147F74770085A3415C629ACA,md5,,,
4,0,0,MD-185,digitized in house,,,,Minidisc,,,01:36:42,Stereo,KBOO Archives Room,2006-01-20,unknown,,Richard Heinberg at the First Unitarian Church,,,,"Heinberg talks about natural oil, capitalism, science and how they all effect nature and our coming future. He talks about fossil fuels and the Industrial Revolution and how it became hell on the environment. http://kboo.fm/audio/by/title/richard_heinberg_options_and_actions_for_a_post-carbon_world",,Richard Heinberg,KBOO,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Activism, Environment/Climate",,,kboo_MD-185_20060120.wav,,,976 MB,stereo,wav,44.1 kHz,16 bits,,,,929294A1AD460FEAA9753683FDFB9160,md5,,,
4,0,0,MD-186,digitized in house,,,,Minidisc,,,01:07:41,Mono,KBOO Archives Room,2006-01-22,unknown,,Powell's Bookstore: John Perkins speaks on Confessions of an Economic Hitman (2004),,,,"Author John Perkins speaks about his new book, Confessions of an Economic Hitman. The book is about world history from WWII to Post 9/11. Perkins focuses on four points 1. since WWII we have created a world government (corporatetocracy) 2. blended with 1. 3. In the process of building the empire America has gone against all of its own principles. 4. Today we live in a highly connected world where all resources for peace are in our hands. This speech is focused on how to turn the world around. Thinks everyone deserves equal opportunity. Talks about economic hitmen will loan money to third world countries, then when the country cannot repay the loan, the hitmen go in and ask for favors. Gives various examples throughout the talk. Including the CIA working with Saddam Hussein.",,John Perkins,KBOO,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Economy, Corporations, ",,,kboo_MD-186_20060122.wav,,,342 MB,mono,wav,44.1 kHz,16 bits,,,,32C9765A7D263DD10BDD2DB0DDDF7414,md5,,,
4,0,0,MD-187,digitized in house,,,,Minidisc,,,01:43:10,Mono,KBOO Archives Room,2006-01-25,unknown,,Ilahee Lecture #1 with Earl Blumenauer,,,,"The first 10ish minutes are just background noise. This is a lecture series about oil and water. Earl Blumenauer speaks about agriculture among various other subjects. Then Jim Kuntsler speaks about how the world is changing and how it will look in a decade or so. Talking about depression, rebuilding the railroad system, Arizona drying up a disappearing, cars becoming obsolete or much less viable for most people. This is all about oil and what will happen when there is no more oil. ",,Ames Howard Kunstler,KBOO,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",Energy/Natural Resources,,,kboo_MD-187_20060125.wav,,,521 MB,mono,wav,44.1 kHz,16 bits,,,,8C929F909C8EEB6307D2A47D168094B1,md5,,,
4,0,0,MD-188,,,,,Minidisc,,,00:28:06,Stereo,KBOO Archives Room,2005-10-15,unknown,,The Destruction of the Trade Towers,,eps00125,,The Destruction of the Trade Towers part 2. Griffin continues his speech about the destruction of the Twin Towers and how it was an inside job. He points to how the buildings were motionless until they collapsed. he talks about controlled demolition. ,,"David Ray Griffin, Mel Reslor",KBOO,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Activism, Government/Politics",,,,,,,,,,,,,,,,,,
4,0,0,MD-189,,,,,Minidisc,,,01:16:15,Mono,KBOO Archives Room,2006-05-25,unknown,,David Korten at First Unitarian Church,,,,"Korten talks about his new book, The Great Turning in which he argues that the development of empires about 5,000 years ago, initiated unequal distribution of power and social benefits to the small portion of the population they controlled. He also argues that corporations are modern versions of empire, both being social organizations based on hierarchies, chauvinism, and domination through violence.",,David Korten,KBOO,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Activism, Economics",,,,,,,,,,,,,,,,,,
4,0,0,MD-190,,,,,Minidisc,,,01:03:29,Stereo,KBOO Archives Room,2006-06-05,unknown,,Greg Palast at First Unitarian Church,,,,"Palast talks on a number of topics including OPEC and oil in Iraq, the Bush administration, The Iraq War, JFK, how America acts overseas while dealing with foreign governments. The main focus seems to be about oil in different countries and how the Bush administration gets what they want. ",,Greg Palast,KBOO,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution “From KBOO Community Radio, Portland”. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.","Energy/Natural Resources, Government/Politics",,,,,,,,,,,,,,,,,,
